"Seade","Mõõtmise aeg","veetase","vooluhulk","voolukiirus","Laekumise aeg"
"Muuli tee","23.12.2023 06:25","0.06 m","170.58 m³/h","","23.12.2023 06:27"
"Muuli tee","23.12.2023 06:20","0.06 m","177.73 m³/h","","23.12.2023 06:22"
"Muuli tee","23.12.2023 06:15","0.06 m","181.16 m³/h","","23.12.2023 06:17"
"Muuli tee","23.12.2023 06:10","0.06 m","173.19 m³/h","","23.12.2023 06:12"
"Muuli tee","23.12.2023 06:05","0.06 m","181.44 m³/h","","23.12.2023 06:07"
"Muuli tee","23.12.2023 06:00","0.06 m","181.44 m³/h","","23.12.2023 06:02"
"Muuli tee","23.12.2023 05:55","0.06 m","172.78 m³/h","","23.12.2023 05:57"
"Muuli tee","23.12.2023 05:50","0.06 m","183.77 m³/h","","23.12.2023 05:52"
"Muuli tee","23.12.2023 05:45","0.06 m","178.96 m³/h","","23.12.2023 05:47"
"Muuli tee","23.12.2023 05:40","0.06 m","189.68 m³/h","","23.12.2023 05:42"
"Muuli tee","23.12.2023 05:35","0.06 m","180.2 m³/h","","23.12.2023 05:37"
"Muuli tee","23.12.2023 05:30","0.06 m","182.67 m³/h","","23.12.2023 05:32"
"Muuli tee","23.12.2023 05:25","0.06 m","179.1 m³/h","","23.12.2023 05:27"
"Muuli tee","23.12.2023 05:20","0.06 m","177.86 m³/h","","23.12.2023 05:22"
"Muuli tee","23.12.2023 05:15","0.06 m","180.48 m³/h","","23.12.2023 05:17"
"Muuli tee","23.12.2023 05:10","0.06 m","180.48 m³/h","","23.12.2023 05:12"
"Muuli tee","23.12.2023 05:05","0.06 m","181.57 m³/h","","23.12.2023 05:07"
"Muuli tee","23.12.2023 05:00","0.06 m","182.81 m³/h","","23.12.2023 05:02"
"Muuli tee","23.12.2023 04:55","0.06 m","181.57 m³/h","","23.12.2023 04:57"
"Muuli tee","23.12.2023 04:50","0.06 m","182.67 m³/h","","23.12.2023 04:52"
"Muuli tee","23.12.2023 04:45","0.06 m","181.57 m³/h","","23.12.2023 04:47"
"Muuli tee","23.12.2023 04:40","0.06 m","182.81 m³/h","","23.12.2023 04:42"
"Muuli tee","23.12.2023 04:35","0.06 m","183.91 m³/h","","23.12.2023 04:37"
"Muuli tee","23.12.2023 04:30","0.06 m","181.57 m³/h","","23.12.2023 04:32"
"Muuli tee","23.12.2023 04:25","0.06 m","179.38 m³/h","","23.12.2023 04:32"
"Muuli tee","23.12.2023 04:20","0.06 m","181.57 m³/h","","23.12.2023 04:22"
"Muuli tee","23.12.2023 04:15","0.06 m","179.24 m³/h","","23.12.2023 04:17"
"Muuli tee","23.12.2023 04:10","0.06 m","181.57 m³/h","","23.12.2023 04:12"
"Muuli tee","23.12.2023 04:05","0.06 m","180.48 m³/h","","23.12.2023 04:07"
"Muuli tee","23.12.2023 04:00","0.06 m","180.48 m³/h","","23.12.2023 04:02"
"Muuli tee","23.12.2023 03:55","0.06 m","181.57 m³/h","","23.12.2023 03:57"
"Muuli tee","23.12.2023 03:50","0.06 m","181.57 m³/h","","23.12.2023 03:52"
"Muuli tee","23.12.2023 03:45","0.06 m","181.57 m³/h","","23.12.2023 03:47"
"Muuli tee","23.12.2023 03:40","0.06 m","182.81 m³/h","","23.12.2023 03:42"
"Muuli tee","23.12.2023 03:35","0.06 m","180.34 m³/h","","23.12.2023 03:37"
"Muuli tee","23.12.2023 03:30","0.06 m","182.81 m³/h","","23.12.2023 03:32"
"Muuli tee","23.12.2023 03:25","0.06 m","178 m³/h","","23.12.2023 03:27"
"Muuli tee","23.12.2023 03:20","0.06 m","178.14 m³/h","","23.12.2023 03:22"
"Muuli tee","23.12.2023 03:15","0.06 m","178 m³/h","","23.12.2023 03:17"
"Muuli tee","23.12.2023 03:10","0.06 m","180.48 m³/h","","23.12.2023 03:12"
"Muuli tee","23.12.2023 03:05","0.06 m","180.34 m³/h","","23.12.2023 03:07"
"Muuli tee","23.12.2023 03:00","0.06 m","182.81 m³/h","","23.12.2023 03:02"
"Muuli tee","23.12.2023 02:55","0.06 m","181.57 m³/h","","23.12.2023 02:57"
"Muuli tee","23.12.2023 02:50","0.06 m","183.91 m³/h","","23.12.2023 02:52"
"Muuli tee","23.12.2023 02:45","0.06 m","183.91 m³/h","","23.12.2023 02:47"
"Muuli tee","23.12.2023 02:40","0.06 m","178.96 m³/h","","23.12.2023 02:42"
"Muuli tee","23.12.2023 02:35","0.06 m","184.05 m³/h","","23.12.2023 02:37"
"Muuli tee","23.12.2023 02:30","0.06 m","185.15 m³/h","","23.12.2023 02:32"
"Muuli tee","23.12.2023 02:25","0.06 m","186.25 m³/h","","23.12.2023 02:27"
"Muuli tee","23.12.2023 02:20","0.06 m","180.48 m³/h","","23.12.2023 02:22"
"Muuli tee","23.12.2023 02:15","0.06 m","185.15 m³/h","","23.12.2023 02:17"
"Muuli tee","23.12.2023 02:10","0.06 m","184.05 m³/h","","23.12.2023 02:12"
"Muuli tee","23.12.2023 02:05","0.06 m","181.57 m³/h","","23.12.2023 02:07"
"Muuli tee","23.12.2023 02:00","0.06 m","185.01 m³/h","","23.12.2023 02:02"
"Muuli tee","23.12.2023 01:55","0.06 m","173.06 m³/h","","23.12.2023 01:57"
"Muuli tee","23.12.2023 01:50","0.06 m","180.06 m³/h","","23.12.2023 01:52"
"Muuli tee","23.12.2023 01:45","0.06 m","182.67 m³/h","","23.12.2023 01:47"
"Muuli tee","23.12.2023 01:40","0.06 m","184.87 m³/h","","23.12.2023 01:42"
"Muuli tee","23.12.2023 01:35","0.06 m","179.1 m³/h","","23.12.2023 01:37"
"Muuli tee","23.12.2023 01:30","0.06 m","183.64 m³/h","","23.12.2023 01:32"
"Muuli tee","23.12.2023 01:25","0.06 m","180.06 m³/h","","23.12.2023 01:27"
"Muuli tee","23.12.2023 01:20","0.06 m","180.34 m³/h","","23.12.2023 01:22"
"Muuli tee","23.12.2023 01:15","0.06 m","182.4 m³/h","","23.12.2023 01:17"
"Muuli tee","23.12.2023 01:10","0.06 m","180.34 m³/h","","23.12.2023 01:12"
"Muuli tee","23.12.2023 01:05","0.06 m","176.63 m³/h","","23.12.2023 01:07"
"Muuli tee","23.12.2023 01:00","0.06 m","177.73 m³/h","","23.12.2023 01:02"
"Muuli tee","23.12.2023 00:55","0.06 m","183.77 m³/h","","23.12.2023 00:57"
"Muuli tee","23.12.2023 00:50","0.06 m","175.25 m³/h","","23.12.2023 00:52"
"Muuli tee","23.12.2023 00:45","0.06 m","181.3 m³/h","","23.12.2023 00:47"
"Muuli tee","23.12.2023 00:40","0.06 m","183.64 m³/h","","23.12.2023 00:42"
"Muuli tee","23.12.2023 00:35","0.06 m","185.01 m³/h","","23.12.2023 00:37"
"Muuli tee","23.12.2023 00:30","0.06 m","183.09 m³/h","","23.12.2023 00:32"
"Muuli tee","23.12.2023 00:25","0.06 m","184.87 m³/h","","23.12.2023 00:27"
"Muuli tee","23.12.2023 00:20","0.06 m","189.54 m³/h","","23.12.2023 00:22"
"Muuli tee","23.12.2023 00:15","0.06 m","183.64 m³/h","","23.12.2023 00:17"
"Muuli tee","23.12.2023 00:10","0.06 m","188.58 m³/h","","23.12.2023 00:12"
"Muuli tee","23.12.2023 00:05","0.06 m","184.87 m³/h","","23.12.2023 00:07"
"Muuli tee","23.12.2023 00:00","0.06 m","185.97 m³/h","","23.12.2023 00:02"
"Muuli tee","22.12.2023 23:55","0.06 m","175.53 m³/h","","22.12.2023 23:57"
"Muuli tee","22.12.2023 23:50","0.06 m","188.58 m³/h","","22.12.2023 23:52"
"Muuli tee","22.12.2023 23:45","0.06 m","188.44 m³/h","","22.12.2023 23:47"
"Muuli tee","22.12.2023 23:40","0.06 m","193.12 m³/h","","22.12.2023 23:42"
"Muuli tee","22.12.2023 23:35","0.06 m","188.58 m³/h","","22.12.2023 23:37"
"Muuli tee","22.12.2023 23:30","0.06 m","185.15 m³/h","","22.12.2023 23:32"
"Muuli tee","22.12.2023 23:25","0.06 m","184.73 m³/h","","22.12.2023 23:27"
"Muuli tee","22.12.2023 23:20","0.06 m","181.3 m³/h","","22.12.2023 23:22"
"Muuli tee","22.12.2023 23:15","0.06 m","194.22 m³/h","","22.12.2023 23:17"
"Muuli tee","22.12.2023 23:10","0.06 m","193.25 m³/h","","22.12.2023 23:12"
"Muuli tee","22.12.2023 23:05","0.06 m","197.79 m³/h","","22.12.2023 23:07"
"Muuli tee","22.12.2023 23:00","0.06 m","194.49 m³/h","","22.12.2023 23:02"
"Muuli tee","22.12.2023 22:55","0.06 m","189.68 m³/h","","22.12.2023 22:57"
"Muuli tee","22.12.2023 22:50","0.06 m","184.87 m³/h","","22.12.2023 22:52"
"Muuli tee","22.12.2023 22:45","0.06 m","180.2 m³/h","","22.12.2023 22:47"
"Muuli tee","22.12.2023 22:40","0.06 m","188.17 m³/h","","22.12.2023 22:42"
"Muuli tee","22.12.2023 22:35","0.06 m","192.02 m³/h","","22.12.2023 22:37"
"Muuli tee","22.12.2023 22:30","0.06 m","187.21 m³/h","","22.12.2023 22:32"
"Muuli tee","22.12.2023 22:25","0.06 m","190.92 m³/h","","22.12.2023 22:27"
"Muuli tee","22.12.2023 22:20","0.06 m","190.92 m³/h","","22.12.2023 22:22"
"Muuli tee","22.12.2023 22:15","0.06 m","188.44 m³/h","","22.12.2023 22:17"
"Muuli tee","22.12.2023 22:10","0.06 m","192.98 m³/h","","22.12.2023 22:12"
"Muuli tee","22.12.2023 22:05","0.06 m","192.15 m³/h","","22.12.2023 22:07"
"Muuli tee","22.12.2023 22:00","0.06 m","186.25 m³/h","","22.12.2023 22:02"
"Muuli tee","22.12.2023 21:55","0.06 m","185.01 m³/h","","22.12.2023 21:57"
"Muuli tee","22.12.2023 21:50","0.06 m","186.11 m³/h","","22.12.2023 21:52"
"Muuli tee","22.12.2023 21:45","0.06 m","190.78 m³/h","","22.12.2023 21:47"
"Muuli tee","22.12.2023 21:40","0.06 m","177.73 m³/h","","22.12.2023 21:42"
"Muuli tee","22.12.2023 21:35","0.06 m","195.45 m³/h","","22.12.2023 21:37"
"Muuli tee","22.12.2023 21:30","0.06 m","190.78 m³/h","","22.12.2023 21:32"
"Muuli tee","22.12.2023 21:25","0.06 m","187.35 m³/h","","22.12.2023 21:27"
"Muuli tee","22.12.2023 21:20","0.06 m","198.06 m³/h","","22.12.2023 21:22"
"Muuli tee","22.12.2023 21:15","0.06 m","190.92 m³/h","","22.12.2023 21:17"
"Muuli tee","22.12.2023 21:10","0.06 m","197.79 m³/h","","22.12.2023 21:12"
"Muuli tee","22.12.2023 21:05","0.06 m","197.79 m³/h","","22.12.2023 21:07"
"Muuli tee","22.12.2023 21:00","0.06 m","199.02 m³/h","","22.12.2023 21:02"
"Muuli tee","22.12.2023 20:55","0.06 m","192.15 m³/h","","22.12.2023 20:57"
"Muuli tee","22.12.2023 20:50","0.06 m","202.73 m³/h","","22.12.2023 20:52"
"Muuli tee","22.12.2023 20:45","0.06 m","190.92 m³/h","","22.12.2023 20:47"
"Muuli tee","22.12.2023 20:40","0.06 m","191.88 m³/h","","22.12.2023 20:42"
"Muuli tee","22.12.2023 20:35","0.06 m","194.35 m³/h","","22.12.2023 20:37"
"Muuli tee","22.12.2023 20:30","0.06 m","196.69 m³/h","","22.12.2023 20:32"
"Muuli tee","22.12.2023 20:25","0.06 m","206.17 m³/h","","22.12.2023 20:27"
"Muuli tee","22.12.2023 20:20","0.06 m","196.69 m³/h","","22.12.2023 20:22"
"Muuli tee","22.12.2023 20:15","0.06 m","207.27 m³/h","","22.12.2023 20:17"
"Muuli tee","22.12.2023 20:10","0.06 m","211.8 m³/h","","22.12.2023 20:12"
"Muuli tee","22.12.2023 20:05","0.06 m","209.6 m³/h","","22.12.2023 20:07"
"Muuli tee","22.12.2023 20:00","0.06 m","205.21 m³/h","","22.12.2023 20:02"
"Muuli tee","22.12.2023 19:55","0.06 m","215.65 m³/h","","22.12.2023 19:57"
"Muuli tee","22.12.2023 19:50","0.06 m","202.87 m³/h","","22.12.2023 19:52"
"Muuli tee","22.12.2023 19:45","0.06 m","209.6 m³/h","","22.12.2023 19:47"
"Muuli tee","22.12.2023 19:40","0.06 m","202.6 m³/h","","22.12.2023 19:42"
"Muuli tee","22.12.2023 19:35","0.06 m","206.31 m³/h","","22.12.2023 19:37"
"Muuli tee","22.12.2023 19:30","0.06 m","207.27 m³/h","","22.12.2023 19:32"
"Muuli tee","22.12.2023 19:25","0.06 m","206.17 m³/h","","22.12.2023 19:27"
"Muuli tee","22.12.2023 19:20","0.06 m","201.36 m³/h","","22.12.2023 19:22"
"Muuli tee","22.12.2023 19:15","0.06 m","199.02 m³/h","","22.12.2023 19:17"
"Muuli tee","22.12.2023 19:10","0.06 m","201.36 m³/h","","22.12.2023 19:12"
"Muuli tee","22.12.2023 19:05","0.06 m","207.41 m³/h","","22.12.2023 19:07"
"Muuli tee","22.12.2023 19:00","0.06 m","202.73 m³/h","","22.12.2023 19:02"
"Muuli tee","22.12.2023 18:55","0.06 m","192.02 m³/h","","22.12.2023 18:57"
"Muuli tee","22.12.2023 18:50","0.06 m","210.84 m³/h","","22.12.2023 18:52"
"Muuli tee","22.12.2023 18:45","0.06 m","205.21 m³/h","","22.12.2023 18:47"
"Muuli tee","22.12.2023 18:40","0.06 m","208.64 m³/h","","22.12.2023 18:42"
"Muuli tee","22.12.2023 18:35","0.06 m","213.18 m³/h","","22.12.2023 18:37"
"Muuli tee","22.12.2023 18:30","0.06 m","206.31 m³/h","","22.12.2023 18:32"
"Muuli tee","22.12.2023 18:25","0.06 m","201.36 m³/h","","22.12.2023 18:27"
"Muuli tee","22.12.2023 18:20","0.07 m","202.32 m³/h","","22.12.2023 18:22"
"Muuli tee","22.12.2023 18:15","0.06 m","206.31 m³/h","","22.12.2023 18:17"
"Muuli tee","22.12.2023 18:10","0.06 m","208.64 m³/h","","22.12.2023 18:12"
"Muuli tee","22.12.2023 18:05","0.06 m","204.93 m³/h","","22.12.2023 18:07"
"Muuli tee","22.12.2023 18:00","0.06 m","208.51 m³/h","","22.12.2023 18:02"
"Muuli tee","22.12.2023 17:55","0.06 m","210.02 m³/h","","22.12.2023 17:57"
"Muuli tee","22.12.2023 17:50","0.06 m","210.98 m³/h","","22.12.2023 17:52"
"Muuli tee","22.12.2023 17:45","0.06 m","200.26 m³/h","","22.12.2023 17:47"
"Muuli tee","22.12.2023 17:40","0.06 m","206.31 m³/h","","22.12.2023 17:42"
"Muuli tee","22.12.2023 17:35","0.06 m","202.6 m³/h","","22.12.2023 17:37"
"Muuli tee","22.12.2023 17:30","0.06 m","211.94 m³/h","","22.12.2023 17:32"
"Muuli tee","22.12.2023 17:25","0.06 m","203.97 m³/h","","22.12.2023 17:27"
"Muuli tee","22.12.2023 17:20","0.06 m","197.79 m³/h","","22.12.2023 17:22"
"Muuli tee","22.12.2023 17:15","0.06 m","208.51 m³/h","","22.12.2023 17:17"
"Muuli tee","22.12.2023 17:10","0.06 m","210.98 m³/h","","22.12.2023 17:12"
"Muuli tee","22.12.2023 17:05","0.06 m","207.41 m³/h","","22.12.2023 17:07"
"Muuli tee","22.12.2023 17:00","0.06 m","198.75 m³/h","","22.12.2023 17:02"
"Muuli tee","22.12.2023 16:55","0.06 m","209.88 m³/h","","22.12.2023 16:57"
"Muuli tee","22.12.2023 16:50","0.06 m","209.6 m³/h","","22.12.2023 16:52"
"Muuli tee","22.12.2023 16:45","0.06 m","215.79 m³/h","","22.12.2023 16:47"
"Muuli tee","22.12.2023 16:40","0.06 m","213.31 m³/h","","22.12.2023 16:42"
"Muuli tee","22.12.2023 16:35","0.06 m","207.41 m³/h","","22.12.2023 16:37"
"Muuli tee","22.12.2023 16:30","0.06 m","206.03 m³/h","","22.12.2023 16:32"
"Muuli tee","22.12.2023 16:25","0.06 m","206.17 m³/h","","22.12.2023 16:27"
"Muuli tee","22.12.2023 16:20","0.06 m","211.12 m³/h","","22.12.2023 16:22"
"Muuli tee","22.12.2023 16:15","0.06 m","195.45 m³/h","","22.12.2023 16:17"
"Muuli tee","22.12.2023 16:10","0.06 m","209.74 m³/h","","22.12.2023 16:12"
"Muuli tee","22.12.2023 16:05","0.06 m","209.88 m³/h","","22.12.2023 16:07"
"Muuli tee","22.12.2023 16:00","0.07 m","213.73 m³/h","","22.12.2023 16:02"
"Muuli tee","22.12.2023 15:55","0.06 m","208.64 m³/h","","22.12.2023 15:57"
"Muuli tee","22.12.2023 15:50","0.06 m","202.05 m³/h","","22.12.2023 15:52"
"Muuli tee","22.12.2023 15:45","0.06 m","198.75 m³/h","","22.12.2023 15:47"
"Muuli tee","22.12.2023 15:40","0.06 m","207.27 m³/h","","22.12.2023 15:42"
"Muuli tee","22.12.2023 15:35","0.06 m","197.79 m³/h","","22.12.2023 15:37"
"Muuli tee","22.12.2023 15:30","0.06 m","208.64 m³/h","","22.12.2023 15:32"
"Muuli tee","22.12.2023 15:25","0.06 m","208.64 m³/h","","22.12.2023 15:27"
"Muuli tee","22.12.2023 15:20","0.06 m","203.7 m³/h","","22.12.2023 15:22"
"Muuli tee","22.12.2023 15:15","0.06 m","197.93 m³/h","","22.12.2023 15:17"
"Muuli tee","22.12.2023 15:10","0.06 m","206.31 m³/h","","22.12.2023 15:12"
"Muuli tee","22.12.2023 15:05","0.07 m","216.89 m³/h","","22.12.2023 15:07"
"Muuli tee","22.12.2023 15:00","0.06 m","213.31 m³/h","","22.12.2023 15:02"
"Muuli tee","22.12.2023 14:55","0.06 m","215.79 m³/h","","22.12.2023 14:57"
"Muuli tee","22.12.2023 14:50","0.06 m","213.31 m³/h","","22.12.2023 14:52"
"Muuli tee","22.12.2023 14:45","0.07 m","209.88 m³/h","","22.12.2023 14:47"
"Muuli tee","22.12.2023 14:40","0.06 m","210.84 m³/h","","22.12.2023 14:42"
"Muuli tee","22.12.2023 14:35","0.06 m","212.21 m³/h","","22.12.2023 14:37"
"Muuli tee","22.12.2023 14:30","0.06 m","215.79 m³/h","","22.12.2023 14:32"
"Muuli tee","22.12.2023 14:25","0.06 m","206.03 m³/h","","22.12.2023 14:27"
"Muuli tee","22.12.2023 14:20","0.07 m","195.59 m³/h","","22.12.2023 14:22"
"Muuli tee","22.12.2023 14:15","0.06 m","206.17 m³/h","","22.12.2023 14:17"
"Muuli tee","22.12.2023 14:10","0.06 m","209.74 m³/h","","22.12.2023 14:12"
"Muuli tee","22.12.2023 14:05","0.06 m","208.64 m³/h","","22.12.2023 14:07"
"Muuli tee","22.12.2023 14:00","0.06 m","214.41 m³/h","","22.12.2023 14:02"
"Muuli tee","22.12.2023 13:55","0.07 m","222.79 m³/h","","22.12.2023 13:57"
"Muuli tee","22.12.2023 13:50","0.07 m","220.32 m³/h","","22.12.2023 13:52"
"Muuli tee","22.12.2023 13:45","0.07 m","215.51 m³/h","","22.12.2023 13:47"
"Muuli tee","22.12.2023 13:40","0.07 m","212.21 m³/h","","22.12.2023 13:42"
"Muuli tee","22.12.2023 13:35","0.06 m","212.21 m³/h","","22.12.2023 13:37"
"Muuli tee","22.12.2023 13:30","0.06 m","213.31 m³/h","","22.12.2023 13:32"
"Muuli tee","22.12.2023 13:25","0.06 m","208.64 m³/h","","22.12.2023 13:27"
"Muuli tee","22.12.2023 13:20","0.06 m","205.07 m³/h","","22.12.2023 13:22"
"Muuli tee","22.12.2023 13:15","0.06 m","209.6 m³/h","","22.12.2023 13:17"
"Muuli tee","22.12.2023 13:10","0.06 m","218.12 m³/h","","22.12.2023 13:12"
"Muuli tee","22.12.2023 13:05","0.06 m","203.7 m³/h","","22.12.2023 13:07"
"Muuli tee","22.12.2023 13:00","0.06 m","210.98 m³/h","","22.12.2023 13:02"
"Muuli tee","22.12.2023 12:55","0.06 m","211.8 m³/h","","22.12.2023 12:57"
"Muuli tee","22.12.2023 12:50","0.06 m","208.37 m³/h","","22.12.2023 12:52"
"Muuli tee","22.12.2023 12:45","0.06 m","216.89 m³/h","","22.12.2023 12:47"
"Muuli tee","22.12.2023 12:40","0.06 m","207.54 m³/h","","22.12.2023 12:42"
"Muuli tee","22.12.2023 12:35","0.06 m","200.4 m³/h","","22.12.2023 12:37"
"Muuli tee","22.12.2023 12:30","0.06 m","206.17 m³/h","","22.12.2023 12:32"
"Muuli tee","22.12.2023 12:25","0.06 m","197.79 m³/h","","22.12.2023 12:27"
"Muuli tee","22.12.2023 12:20","0.06 m","187.76 m³/h","","22.12.2023 12:22"
"Muuli tee","22.12.2023 12:15","0.06 m","196.83 m³/h","","22.12.2023 12:17"
"Muuli tee","22.12.2023 12:10","0.06 m","192.98 m³/h","","22.12.2023 12:12"
"Muuli tee","22.12.2023 12:05","0.06 m","195.45 m³/h","","22.12.2023 12:07"
"Muuli tee","22.12.2023 12:00","0.06 m","193.25 m³/h","","22.12.2023 12:02"
"Muuli tee","22.12.2023 11:55","0.06 m","199.02 m³/h","","22.12.2023 11:57"
"Muuli tee","22.12.2023 11:50","0.06 m","199.02 m³/h","","22.12.2023 11:52"
"Muuli tee","22.12.2023 11:45","0.06 m","193.12 m³/h","","22.12.2023 11:47"
"Muuli tee","22.12.2023 11:40","0.06 m","194.35 m³/h","","22.12.2023 11:42"
"Muuli tee","22.12.2023 11:35","0.06 m","195.59 m³/h","","22.12.2023 11:37"
"Muuli tee","22.12.2023 11:30","0.06 m","194.35 m³/h","","22.12.2023 11:32"
"Muuli tee","22.12.2023 11:25","0.06 m","184.87 m³/h","","22.12.2023 11:27"
"Muuli tee","22.12.2023 11:20","0.06 m","193.39 m³/h","","22.12.2023 11:22"
"Muuli tee","22.12.2023 11:15","0.06 m","188.58 m³/h","","22.12.2023 11:17"
"Muuli tee","22.12.2023 11:10","0.06 m","192.15 m³/h","","22.12.2023 11:12"
"Muuli tee","22.12.2023 11:05","0.06 m","190.92 m³/h","","22.12.2023 11:07"
"Muuli tee","22.12.2023 11:00","0.06 m","189.68 m³/h","","22.12.2023 11:02"
"Muuli tee","22.12.2023 10:55","0.06 m","195.31 m³/h","","22.12.2023 10:57"
"Muuli tee","22.12.2023 10:50","0.06 m","188.58 m³/h","","22.12.2023 10:52"
"Muuli tee","22.12.2023 10:45","0.06 m","195.73 m³/h","","22.12.2023 10:47"
"Muuli tee","22.12.2023 10:40","0.06 m","195.45 m³/h","","22.12.2023 10:42"
"Muuli tee","22.12.2023 10:35","0.06 m","194.49 m³/h","","22.12.2023 10:37"
"Muuli tee","22.12.2023 10:30","0.06 m","194.49 m³/h","","22.12.2023 10:32"
"Muuli tee","22.12.2023 10:25","0.06 m","193.12 m³/h","","22.12.2023 10:27"
"Muuli tee","22.12.2023 10:20","0.06 m","191.88 m³/h","","22.12.2023 10:22"
"Muuli tee","22.12.2023 10:15","0.06 m","186.11 m³/h","","22.12.2023 10:17"
"Muuli tee","22.12.2023 10:10","0.06 m","199.02 m³/h","","22.12.2023 10:12"
"Muuli tee","22.12.2023 10:05","0.06 m","196.55 m³/h","","22.12.2023 10:07"
"Muuli tee","22.12.2023 10:00","0.06 m","191.88 m³/h","","22.12.2023 10:02"
"Muuli tee","22.12.2023 09:55","0.06 m","199.16 m³/h","","22.12.2023 09:57"
"Muuli tee","22.12.2023 09:50","0.06 m","187.48 m³/h","","22.12.2023 09:52"
"Muuli tee","22.12.2023 09:45","0.06 m","187.35 m³/h","","22.12.2023 09:47"
"Muuli tee","22.12.2023 09:40","0.06 m","193.12 m³/h","","22.12.2023 09:42"
"Muuli tee","22.12.2023 09:35","0.06 m","193.39 m³/h","","22.12.2023 09:37"
"Muuli tee","22.12.2023 09:30","0.06 m","184.87 m³/h","","22.12.2023 09:32"
"Muuli tee","22.12.2023 09:25","0.06 m","190.92 m³/h","","22.12.2023 09:27"
"Muuli tee","22.12.2023 09:20","0.06 m","199.16 m³/h","","22.12.2023 09:22"
"Muuli tee","22.12.2023 09:15","0.06 m","202.46 m³/h","","22.12.2023 09:17"
"Muuli tee","22.12.2023 09:10","0.06 m","189.54 m³/h","","22.12.2023 09:12"
"Muuli tee","22.12.2023 09:05","0.06 m","194.22 m³/h","","22.12.2023 09:07"
"Muuli tee","22.12.2023 09:00","0.06 m","193.12 m³/h","","22.12.2023 09:02"
"Muuli tee","22.12.2023 08:55","0.06 m","193.12 m³/h","","22.12.2023 08:57"
"Muuli tee","22.12.2023 08:50","0.06 m","197.79 m³/h","","22.12.2023 08:52"
"Muuli tee","22.12.2023 08:45","0.06 m","202.73 m³/h","","22.12.2023 08:47"
"Muuli tee","22.12.2023 08:40","0.06 m","202.6 m³/h","","22.12.2023 08:42"
"Muuli tee","22.12.2023 08:35","0.06 m","186.25 m³/h","","22.12.2023 08:37"
"Muuli tee","22.12.2023 08:30","0.06 m","196.83 m³/h","","22.12.2023 08:32"
"Muuli tee","22.12.2023 08:25","0.06 m","196.69 m³/h","","22.12.2023 08:27"
"Muuli tee","22.12.2023 08:20","0.06 m","203.56 m³/h","","22.12.2023 08:22"
"Muuli tee","22.12.2023 08:15","0.06 m","194.22 m³/h","","22.12.2023 08:17"
"Muuli tee","22.12.2023 08:10","0.06 m","194.35 m³/h","","22.12.2023 08:12"
"Muuli tee","22.12.2023 08:05","0.06 m","192.15 m³/h","","22.12.2023 08:07"
"Muuli tee","22.12.2023 08:00","0.06 m","194.49 m³/h","","22.12.2023 08:02"
"Muuli tee","22.12.2023 07:55","0.06 m","200.12 m³/h","","22.12.2023 07:57"
"Muuli tee","22.12.2023 07:50","0.06 m","196.83 m³/h","","22.12.2023 07:52"
"Muuli tee","22.12.2023 07:45","0.06 m","189.54 m³/h","","22.12.2023 07:47"
"Muuli tee","22.12.2023 07:40","0.06 m","201.64 m³/h","","22.12.2023 07:42"
"Muuli tee","22.12.2023 07:35","0.06 m","191.88 m³/h","","22.12.2023 07:37"
"Muuli tee","22.12.2023 07:30","0.06 m","202.32 m³/h","","22.12.2023 07:32"
"Muuli tee","22.12.2023 07:25","0.06 m","184.87 m³/h","","22.12.2023 07:27"
"Muuli tee","22.12.2023 07:20","0.06 m","200.4 m³/h","","22.12.2023 07:22"
"Muuli tee","22.12.2023 07:15","0.06 m","201.36 m³/h","","22.12.2023 07:17"
"Muuli tee","22.12.2023 07:10","0.06 m","185.97 m³/h","","22.12.2023 07:12"
"Muuli tee","22.12.2023 07:05","0.06 m","193.25 m³/h","","22.12.2023 07:07"
"Muuli tee","22.12.2023 07:00","0.06 m","202.87 m³/h","","22.12.2023 07:02"
"Muuli tee","22.12.2023 06:55","0.06 m","201.77 m³/h","","22.12.2023 06:57"
"Muuli tee","22.12.2023 06:50","0.06 m","194.35 m³/h","","22.12.2023 06:52"
"Muuli tee","22.12.2023 06:45","0.06 m","197.93 m³/h","","22.12.2023 06:47"
"Muuli tee","22.12.2023 06:40","0.06 m","202.87 m³/h","","22.12.2023 06:42"
"Muuli tee","22.12.2023 06:35","0.06 m","194.49 m³/h","","22.12.2023 06:37"
"Muuli tee","22.12.2023 06:30","0.06 m","195.73 m³/h","","22.12.2023 06:32"
"Muuli tee","22.12.2023 06:25","0.06 m","198.06 m³/h","","22.12.2023 06:27"
